,company_name,budget,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count,country,belongs_to_collection,country_of_company,genre,year
830,Supino Pictures,825000,en,42.317,2007-09-26,0,78,5.6,234,US,False,US,"Comedy,Romance,Drama",2007
831,GMM Pictures Co.,125000,th,41.699,2004-09-09,0,97,7.291,1235,TH,False,TH,"Horror,Mystery,Thriller",2004
832,Paramount Pictures,20000000,en,74.241,1996-01-12,26877589,101,6.2,376,US,False,US,Thriller,1996
833,Paramount Pictures,45000000,en,35.392,2006-01-13,38399961,112,7.2,770,US,False,US,"Adventure,Comedy,Drama",2006
834,Paramount Pictures,130000000,en,31.789,2011-10-24,373993951,107,6.898,5404,US,False,US,"Adventure,Animation,Mystery",2011
835,Pierrot,0,ja,46.196,2008-08-02,10642859,90,7.245,475,JP,Naruto Collection,JP,"Fantasy,Animation,Action",2008
836,Zentropa Entertainments,11000000,en,31.72,2009-05-20,7413863,104,6.6,2594,DK,False,DK,"Drama,Horror,Thriller",2009
837,TriStar Pictures,30000000,en,46.892,2009-08-05,210888950,112,7.449,9550,US,False,US,Science Fiction,2009
838,Tornasol Media,0,es,39.266,2009-03-27,5723917,107,4.5,141,ES,False,ES,"Comedy,Drama",2009
839,Walt Disney Pictures,200000000,en,32.513,2009-11-04,325286646,94,6.885,4621,US,False,US,"Animation,Family,Fantasy",2009
840,Toei Animation,0,ja,34.915,1997-03-26,0,45,6.8,337,JP,False,JP,"Adventure,Action,Animation,Science Fiction",1997
841,Summit Entertainment,50000000,en,62.019,2009-11-18,709827462,131,5.995,9241,US,The Twilight Collection,US,"Adventure,Fantasy,Drama,Romance",2009
842,Touchstone Pictures,40000000,en,69.128,2009-06-02,317400000,108,7.151,6921,US,False,US,"Comedy,Romance,Drama",2009
843,Sai Enterprise,0,ja,33.896,1985-09-04,0,43,4.702,136,JP,Guinea Pig Collection,JP,Horror,1985
844,21 Laps Entertainment,150000000,en,44.407,2009-05-20,413106170,105,6.143,6883,CA,Night at the Museum Collection,US,"Adventure,Fantasy,Action,Comedy,Family",2009
845,Rogue Pictures,15000000,en,33.696,2009-03-13,32721635,113,6.5,1768,US,False,US,"Crime,Thriller,Horror,Drama",2009
846,Escape Artists,100000000,en,41.209,2009-06-10,150166126,106,6.352,3127,US,False,US,"Crime,Thriller,Action",2009
847,GAINAX,0,ja,32.97,1997-07-19,20563523,87,8.286,1636,JP,Evangelion Collection,JP,"Animation,Science Fiction,Action,Drama",1997
848,Legendary Pictures,35000000,en,115.289,2009-06-02,469310836,100,7.3,16983,US,The Hangover Collection,US,Comedy,2009
849,The Zanuck Company,125000000,en,48.008,2010-03-26,493214993,106,5.908,6270,US,Clash of the Titans Collection,US,"Adventure,Fantasy,Action",2010
850,Pierrot,0,ja,35.588,2006-08-05,3200000,95,7.036,443,JP,Naruto Collection,JP,"Adventure,Animation,Action",2006
851,20th Century Fox,0,en,35.558,1950-06-15,0,95,7.5,258,GB,False,US,"Drama,Crime",1950
852,Filmax,0,es,70.656,2008-10-17,0,102,5.623,318,ES,False,ES,"Drama,Romance",2008
853,Yash Raj Films,13200000,hi,36.009,1995-10-20,100000000,190,8.523,4453,IN,False,IN,"Comedy,Drama,Romance",1995
854,Fox Atomic,18000000,en,32.112,2009-07-10,15300000,102,6.0,881,US,False,US,"Comedy,Romance",2009
855,Pariah,23600000,en,46.054,2009-10-02,102391540,88,7.3,12331,US,Zombieland Collection,US,"Comedy,Horror",2009
856,Parallel Zide,40000000,en,38.327,2009-08-26,186167139,82,5.589,3286,US,Final Destination Collection,US,"Horror,Mystery",2009
857,Fox Searchlight Pictures,7500000,en,72.396,2009-07-17,60781545,95,7.292,10232,US,False,US,"Comedy,Drama,Romance",2009
858,Wintergreen Productions,80000000,en,32.934,2009-09-24,122400000,89,6.1,3171,US,False,US,"Science Fiction,Action,Thriller",2009
859,Fox Atomic,16000000,en,53.616,2009-09-18,31556061,107,6.0,3857,US,False,US,"Horror,Comedy",2009
860,Dune Entertainment,237000000,en,143.977,2009-12-15,2923706026,162,7.584,31794,US,Avatar Collection,US,"Action,Adventure,Fantasy,Science Fiction",2009
861,Touchstone Pictures,40000000,en,34.891,2009-02-05,108300000,104,6.5,2611,US,False,US,"Comedy,Romance",2009
862,Chilechitá,0,es,32.102,2003-03-27,0,108,6.6,232,CL,False,CL,"Comedy,Romance",2003
863,Illumination,69000000,en,80.697,2010-07-08,543284256,95,7.2,15182,US,Despicable Me Collection,US,"Animation,Family,Comedy",2010
864,Vidhu Vinod Chopra Productions,9000000,hi,35.219,2009-12-23,70000000,171,8.0,2408,IN,False,IN,"Drama,Comedy",2009
865,Alcon Entertainment,80000000,en,40.292,2010-01-14,157107755,118,6.788,6145,US,False,US,"Action,Thriller,Science Fiction",2010
866,Walt Disney Pictures,170000000,en,41.305,2010-12-14,400062763,125,6.492,7200,US,TRON Collection,US,"Adventure,Action,Science Fiction",2010
867,Imagine Entertainment,200000000,en,35.021,2010-05-12,321669741,140,6.392,4640,US,False,US,"Action,Adventure,History",2010
868,Disney Television Animation,0,en,46.637,2005-01-22,0,68,6.6,1443,AU,Lilo & Stitch Collection,US,"Animation,Family,Comedy,Science Fiction",2005
869,Lakeshore Entertainment,38000000,en,32.418,2009-07-24,321700000,96,6.499,3539,US,False,US,"Comedy,Romance",2009
870,Pierrot,0,ja,83.388,2007-08-04,13219807,94,7.391,1000,JP,Naruto Collection,JP,"Animation,Action,Fantasy",2007
871,Dark Castle Entertainment,20000000,en,42.973,2009-07-24,77912251,122,6.995,5271,US,Orphan Collection,US,"Horror,Thriller",2009
872,CRML Productions,0,en,47.457,2003-12-12,21964072,100,7.434,552,US,False,US,"Comedy,Drama,Family,Romance",2003
873,Marc Platt Productions,85000000,en,40.13,2010-08-12,51691156,113,7.5,7924,US,False,US,"Action,Comedy,Romance",2010
874,Warner Premiere,0,en,34.602,2009-09-13,13000000,82,6.4,693,US,Scooby-Doo! The Mystery Begins Collection,US,"Mystery,Comedy,Fantasy",2009
875,Johnson & Johnson Spotlight Presentations,0,en,64.065,2009-02-07,0,86,7.794,696,US,False,US,Drama,2009
876,Lion Pictures,2100000,it,90.591,2000-01-28,0,91,5.7,258,IT,False,IT,"Comedy,Drama,Romance",2000
877,Sony Pictures Animation,100000000,en,46.615,2009-09-17,242988466,90,6.631,5995,US,Cloudy with a Chance of Meatballs Collection,US,"Animation,Comedy,Family",2009
878,The Film Department,53000000,en,52.455,2009-10-15,127900000,109,7.386,5182,US,False,US,"Drama,Crime,Thriller",2009
879,Lionsgate,11000000,en,32.54,2009-10-22,69752402,90,6.283,3242,US,Saw Collection,US,"Horror,Thriller",2009
880,Legendary Pictures,40000000,en,47.015,2009-09-29,61601280,99,6.648,1571,FR,False,US,"Action,Adventure,Thriller",2009
881,Alcon Entertainment,29000000,en,52.129,2009-11-20,309200000,129,7.672,6402,US,False,US,Drama,2009
882,Screen Gems,26000000,en,37.192,2010-01-21,67900000,100,5.886,2635,US,False,US,"Horror,Action,Fantasy",2010
883,Lionsgate,30000000,en,51.328,2012-04-12,71038838,95,6.628,7903,US,False,US,"Horror,Mystery",2012
884,Legendary Pictures,37000000,en,65.426,2010-09-15,154026136,125,7.217,5079,US,False,US,"Crime,Drama,Thriller",2010
885,Summit Entertainment,16000000,en,46.445,2010-03-11,56000000,113,7.121,3540,US,False,US,"Drama,Romance",2010
886,Fox 2000 Pictures,75000000,en,37.592,2009-12-21,443140005,88,5.628,2912,US,Alvin and the Chipmunks Collection,US,"Comedy,Family,Animation,Fantasy,Music",2009
887,Marv,28000000,en,40.178,2010-03-26,96188903,117,7.1,11685,US,Kick-Ass Collection,GB,"Action,Crime",2010
888,Legendary Pictures,82000000,en,38.153,2011-03-24,89792502,110,6.196,4737,US,False,US,"Action,Fantasy,Thriller",2011
889,Constantin Film,3000000,en,68.045,2009-10-08,0,91,5.7,1164,US,Wrong Turn Collection,DE,"Horror,Thriller",2009
890,Blumhouse Productions,215000,en,45.105,2007-09-14,193355800,86,6.008,5054,US,Paranormal Activity Collection,US,"Horror,Mystery",2007
891,Summit Entertainment,68000000,en,69.665,2010-06-23,698491347,124,6.2,8791,US,The Twilight Collection,US,"Adventure,Fantasy,Drama,Romance",2010
892,Melodrama Pictures,8240000,en,50.006,2009-04-09,1740429,92,7.9,2006,AU,False,AU,"Animation,Comedy,Drama",2009
893,Orphée Productions,500000,fr,41.527,1974-06-25,20200000,95,6.0,763,FR,Emmanuelle Collection,FR,"Drama,Romance",1974
894,Marvel Studios,220000000,en,161.537,2012-04-25,1518815515,143,7.727,31100,US,The Avengers Collection,US,"Science Fiction,Action,Adventure",2012
895,Toei Animation,0,ja,35.594,1991-07-20,16331742,48,7.0,676,JP,Dragon Ball Z Collection,JP,"Action,Animation,Science Fiction",1991
896,Belarusfilm,0,ru,34.567,1985-10-17,20929648,142,8.2,1527,SU,False,SU,"Drama,War",1985
897,Canal+ España,2000000,es,41.723,2009-08-13,33965843,130,8.0,2564,AR,False,ES,"Mystery,Thriller,Drama",2009
898,DisneyToon Studios,0,en,39.558,2009-09-03,0,81,6.8,1034,US,Tinker Bell Collection,US,"Animation,Family,Adventure,Fantasy",2009
899,DreamWorks Home Entertainment,0,en,35.211,2007-10-16,0,22,6.915,270,US,False,US,"Animation,Action,Thriller,Science Fiction",2007
900,Paramount Vantage,0,en,40.132,2009-09-04,5805279,84,6.1,1392,US,False,US,"Action,Drama,Horror,Science Fiction,Thriller",2009
901,Capital Arts Entertainment,8000000,en,35.831,2009-12-07,5021219,93,5.3,1745,US,American Pie (Spin-off) Collection,US,Comedy,2009
902,CB Films,2700000,fr,72.071,1999-04-14,3885642,99,5.5,260,FR,False,FR,"Drama,Romance",1999
903,Dan Films,12000000,en,59.407,2009-10-16,1594955,98,6.927,2613,GB,False,GB,Horror,2009
904,Paramount Pictures,0,en,37.89,1978-04-05,5786368,110,7.0,371,US,False,US,Drama,1978
905,Walt Disney Pictures,150000000,en,33.67,2010-07-13,215300000,109,6.116,4953,US,False,US,"Fantasy,Adventure,Action",2010
906,Rodeo Drive,2700000,it,46.983,1994-01-27,0,98,5.5,208,IT,False,IT,"Drama,Romance",1994
907,Per Holst Filmproduktion,0,sv,61.703,1995-03-08,0,125,6.5,141,SE,False,DK,"Drama,Romance,War",1995
908,Legendary Pictures,160000000,en,135.683,2010-07-15,825532764,148,8.369,36930,US,False,US,"Action,Science Fiction,Adventure",2010
909,Marvin Schwartz Productions,0,en,33.604,1967-05-26,6000000,101,6.9,193,US,False,US,"Western,Action,Crime",1967
910,Wintergreen Productions,110000000,en,48.581,2010-07-21,293329073,100,6.413,5495,US,False,US,"Action,Mystery,Thriller",2010
911,Nimar Studios,80000000,en,59.432,2010-08-03,274470394,103,6.248,7788,US,The Expendables Collection,BG,"Thriller,Adventure,Action",2010
912,Columbia Pictures,100000000,en,31.464,2010-08-06,170432927,116,6.3,4205,US,False,US,"Action,Comedy,Crime",2010
913,CBS Films,40000000,en,43.002,2011-01-13,51070807,93,6.524,3274,US,Mechanic Collection,US,"Action,Thriller,Crime",2011
914,Scion Films,16000000,en,59.866,2009-06-08,46800000,93,8.007,6737,US,False,GB,"Drama,Family",2009
915,Trinacra Films,0,fr,32.305,1975-12-15,0,84,5.6,143,FR,Emmanuelle Collection,FR,"Drama,Romance",1975
916,Selenia Cinematografica,0,it,59.204,1983-10-19,0,110,5.986,400,IT,False,IT,"Drama,Romance",1983
917,Paramount Pictures,3000000,en,36.126,1949-12-21,11500000,134,6.5,217,US,False,US,"Adventure,Romance,Drama",1949
918,Vortex,140000,en,39.061,1974-10-11,30900000,83,7.3,3365,US,Texas Chainsaw Massacre Collection,US,Horror,1974
919,Creando Films,0,es,42.766,2007-07-27,23311391,106,7.741,261,MX,False,FR,Drama,2007
920,1492 Pictures,95000000,en,72.821,2010-02-01,226497209,118,6.212,7495,CA,Percy Jackson Collection,US,"Adventure,Fantasy,Family",2010
921,Polygon Entertainment,16000000,ko,35.123,2009-07-22,71641901,120,6.9,460,KR,False,KR,"Action,Drama,Thriller",2009
922,Toei Company,0,ja,43.144,1993-03-06,21658982,70,7.2,914,JP,Dragon Ball Z Collection,JP,"Animation,Science Fiction,Action",1993
923,Celador Films,6000200,en,32.886,2009-10-14,7048886,94,5.9,1162,US,The Descent Collection,GB,"Adventure,Horror,Thriller",2009
924,Phoenix Film Partners,110000000,en,34.851,2010-06-09,177238796,117,6.397,4636,US,False,US,"Thriller,Action,Adventure,Comedy,Crime",2010
925,Constantin Film,27000000,de,41.583,1984-04-06,20158808,102,7.198,4033,DE,The NeverEnding Story Collection,DE,"Adventure,Fantasy,Family,Drama",1984
926,Davis Entertainment,40000000,en,67.39,2010-07-03,127200000,107,6.27,4165,US,Predator Collection,US,"Science Fiction,Action,Thriller",2010
927,Three Strange Angels,35000000,en,35.682,2010-03-26,93251121,109,6.296,1839,US,Nanny McPhee Collection,GB,"Comedy,Fantasy,Family",2010
928,Kingdom of Hell Productions,100000,en,31.539,2006-02-14,0,71,4.2,106,CA,Vomit Gore Series,US,"Horror,Drama",2006
929,Lleju Productions,4500000,en,32.132,2009-11-07,3606395,104,6.295,1127,US,False,US,"Drama,Horror,Mystery,Thriller",2009
930,Metro-Goldwyn-Mayer,150000000,en,56.915,2006-11-14,599045960,144,7.556,10783,GB,James Bond Collection,US,"Adventure,Action,Thriller",2006
931,New Line Cinema,54000000,en,39.139,2002-03-22,155010032,117,6.554,4753,US,Blade Collection,US,"Fantasy,Horror,Action,Thriller",2002
932,Paramount Pictures,30000000,en,38.572,1994-03-18,132032598,83,6.481,2085,US,Naked Gun Collection,US,"Comedy,Crime",1994
933,Metro-Goldwyn-Mayer,135000000,en,34.63,1999-11-17,361832400,128,6.274,2939,GB,James Bond Collection,US,"Adventure,Action,Thriller",1999
934,New Line Cinema,45000000,en,54.604,1998-08-21,131183530,121,6.808,6071,US,Blade Collection,US,"Horror,Action",1998
935,Marvel Enterprises,65000000,en,37.619,2004-12-08,128905366,123,5.861,3924,US,Blade Collection,US,"Action,Horror,Science Fiction",2004
936,EON Productions,142000000,en,34.646,2002-11-17,431971116,133,5.987,3541,GB,James Bond Collection,GB,"Adventure,Action,Thriller",2002
937,Pierrot,0,ja,60.835,2009-08-01,8100000,95,7.3,463,JP,Naruto Collection,JP,"Action,Adventure,Comedy,Drama,Fantasy,Animation",2009
938,Studio Deen,0,ja,35.799,1992-08-02,0,63,8.0,135,JP,Ranma ½ Collection,JP,"Action,Comedy,Animation",1992
939,Walt Disney Pictures,130000000,en,73.003,1999-06-18,448200000,88,7.4,6817,US,Tarzan (Animation) Collection,US,"Family,Adventure,Animation,Drama",1999
940,Paramount Pictures,12000000,en,51.93,1988-12-02,152356177,86,7.252,3723,US,Naked Gun Collection,US,"Comedy,Crime",1988
941,Paramount Pictures,23000000,en,37.842,1991-06-28,192030411,85,6.8,2250,US,Naked Gun Collection,US,"Comedy,Crime",1991
942,Paramount Pictures,60000000,en,76.942,1998-06-04,264100000,103,8.146,18534,US,False,US,"Comedy,Drama",1998
943,Six Entertainment,2000000,lt,47.767,2009-10-31,252207,91,5.223,2198,NL,The Human Centipede Collection,NL,Horror,2009
944,Faso Film,0,it,45.91,1992-02-21,0,93,5.0,384,IT,False,IT,"Comedy,Drama",1992
945,Dark Horse Entertainment,90000000,en,33.845,2011-08-17,63523283,113,5.306,1871,US,False,US,"Adventure,Fantasy,Action",2011
946,Paramount Pictures,50000000,en,34.122,2011-06-08,260100000,112,6.8,6602,US,False,US,"Thriller,Science Fiction,Mystery",2011
947,Metro-Goldwyn-Mayer,200000000,en,51.099,2012-10-24,1108594176,143,7.2,15265,GB,James Bond Collection,US,"Action,Adventure,Thriller",2012
948,Screen Gems,8000000,en,34.029,2010-09-16,75026327,93,6.81,6937,US,False,US,Comedy,2010
949,Village Roadshow Pictures,100000000,en,35.963,2010-05-26,290700000,147,6.1,1634,US,Sex and the City Collection,US,"Comedy,Drama,Romance",2010
950,Studio Ghibli,0,ja,33.751,1995-07-15,0,111,8.0,2009,JP,False,JP,"Animation,Drama,Family",1995
951,Columbia Pictures,40000000,en,81.714,2010-10-01,224920315,121,7.4,12210,US,False,US,Drama,2010
952,Pink Machine,117000000,en,40.337,2010-06-15,261989769,109,6.221,4500,US,False,US,"Action,Comedy",2010
953,DreamWorks Animation,130000000,en,55.396,2010-10-28,321885765,96,6.996,6904,US,Megamind Collection,US,"Animation,Action,Comedy,Family,Science Fiction",2010
954,Senator Entertainment,15000000,en,32.941,2010-06-14,0,97,6.755,1213,US,False,US,"Drama,Thriller",2010
955,Undisputed 3 Productions,3000000,en,58.63,2010-04-17,282548,96,7.5,913,US,Undisputed Collection,US,"Action,Thriller",2010
956,Columbia Pictures,80000000,en,100.126,2010-06-24,271430189,102,6.395,6165,US,Grown Ups Collection,US,Comedy,2010
957,Jerry Weintraub Productions,40000000,en,69.397,2010-06-10,359126022,140,6.537,6037,US,False,US,"Action,Adventure,Drama,Family",2010
958,Columbia Pictures,90000000,en,68.609,2020-01-15,426505244,124,7.136,8321,US,Bad Boys Collection,US,"Thriller,Action,Crime",2020
959,Walt Disney Animation Studios,260000000,en,127.577,2010-11-24,592461732,100,7.605,11581,US,Tangled Collection,US,"Animation,Family,Adventure",2010
960,Greek Film Centre,275000,el,31.905,2009-10-22,110248,98,7.075,2333,GR,False,GR,Drama,2009
961,Toei Animation,0,ja,33.716,1993-07-10,20100000,51,7.1,569,JP,Dragon Ball Z Collection,JP,"Action,Animation,Science Fiction",1993
962,Toei Company,0,ja,31.596,1994-07-09,19500000,50,5.7,521,JP,Dragon Ball Z Collection,JP,"Animation,Action,Science Fiction",1994
963,Toei Company,0,ja,36.703,1995-03-04,23500000,55,7.5,849,JP,Dragon Ball Z Collection,JP,"Animation,Action,Fantasy,Science Fiction",1995
964,Toei Company,0,ja,41.831,1995-07-15,24000000,51,7.3,725,JP,Dragon Ball Z Collection,JP,"Animation,Action,Science Fiction",1995
965,DreamWorks Pictures,110000000,en,100.303,2011-09-28,299300000,127,7.039,8422,US,False,US,"Action,Science Fiction,Drama",2011
966,Bird Studios,0,ja,44.62,1990-10-17,0,48,7.545,703,JP,False,JP,"Animation,Action,Science Fiction,Drama,Fantasy",1990
967,Universal Pictures,40000000,en,35.954,2011-02-14,98000000,104,6.727,5788,US,False,US,"Adventure,Comedy,Science Fiction",2011
968,di Bonaventura Pictures,58000000,en,35.534,2010-10-13,199000000,111,6.697,6722,US,RED Collection,US,"Action,Adventure,Comedy,Crime,Thriller",2010
969,Participant,60000000,en,34.821,2011-09-08,137551594,106,6.6,6097,AE,False,US,"Drama,Thriller,Science Fiction",2011
970,Kokuei Company,0,ja,33.454,1986-02-01,0,61,6.5,12,JP,S&M Hunter Collection,JP,Comedy,1986
971,Othellos Films,0,el,47.777,1980-02-01,0,91,6.4,101,GR,False,GR,"Crime,Drama,Thriller",1980
972,San Nicola Produzione Cinematografica,0,it,51.937,1975-11-27,0,96,4.9,84,IT,Black Emanuelle Collection,IT,"Drama,Romance,Adventure",1975
973,Columbia Pictures,225000000,en,36.943,2012-05-23,624000000,106,6.524,10342,US,Men In Black Collection,US,"Action,Comedy,Science Fiction",2012
974,Touchstone Pictures,30000000,en,34.923,2010-08-04,159291809,107,6.821,1895,US,Step Up Collection,US,"Drama,Romance",2010
975,Lionsgate,20000000,en,45.489,2010-10-22,136151680,90,5.987,3047,CA,Saw Collection,US,"Horror,Crime",2010
976,Dimension Films,40000000,en,33.045,2011-04-13,97231420,111,6.5,3765,US,Scream Collection,US,"Horror,Mystery",2011
977,Columbia Pictures,110000000,en,45.191,2011-07-29,563749323,103,5.767,3767,US,The Smurfs (Theatrical) Collection,US,"Animation,Family,Adventure,Comedy,Fantasy",2011
978,Katalyst Films,25000000,en,44.018,2011-01-21,149200000,107,6.295,4707,US,False,US,"Comedy,Romance",2011
979,Ghost Corps,144000000,en,32.477,2016-07-14,229147509,117,5.35,6447,US,False,US,"Action,Fantasy,Comedy",2016
980,Fox 2000 Pictures,30000000,en,56.554,2010-11-04,102800000,112,7.045,5164,US,False,US,"Drama,Comedy,Romance",2010
981,Atmosphere Entertainment MM,24000000,en,38.364,2010-08-20,83188165,88,5.404,2220,US,Piranha 3D Collection,US,"Comedy,Horror",2010
982,Anchor Bay Films,2000000,en,37.314,2010-06-17,572809,103,6.5,2309,US,I Spit on Your Grave Collection,US,"Thriller,Crime,Horror",2010
983,Reiner / Greisman Productions,14000000,en,38.262,2010-08-06,4324817,89,8.0,3044,US,False,US,"Romance,Drama",2010
984,Prospect Park,100000000,en,38.88,2010-11-04,167805466,98,6.586,3572,US,False,GB,"Action,Thriller",2010
985,Fox Searchlight Pictures,18000000,en,41.812,2010-11-12,35700000,94,7.081,7562,US,False,US,"Adventure,Drama,Thriller",2010
986,Fox Searchlight Pictures,13000000,en,70.708,2010-12-03,329398046,109,7.7,14569,US,False,US,"Drama,Thriller,Horror",2010
987,Toei Company,0,ja,45.491,1994-03-12,24200000,48,6.7,666,JP,Dragon Ball Z Collection,JP,"Animation,Action,Science Fiction",1994
988,ArieScope Pictures,0,en,34.966,2010-02-05,3065860,93,5.995,1833,US,False,US,Thriller,2010
989,DisneyToon Studios,0,en,35.917,2010-07-29,0,76,6.7,941,US,Tinker Bell Collection,US,"Animation,Adventure,Family,Fantasy",2010
